book_id_title,book_id,book_title,year_first_published,authorlink,author,genres,num_ratings,num_reviews,average_rating
5797.Vanity_Fair,5797,Vanity Fair,1847,https://www.goodreads.com/author/show/3953.William_Makepeace_Thackeray,William Makepeace Thackeray,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Romance', 'British Literature', '...more']","124,679","4,151",3.8
882993.Cousin_Phyllis,882993,Cousin Phyllis,1864,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Fiction', 'Victorian', 'Historical Fiction', '19th Century', 'British Literature', 'Audiobook', '...more']","2,298",302,3.48
6036316-the-masque-of-the-red-death,6036316,The Masque of the Red Death,2008,https://www.goodreads.com/author/show/4624490.Edgar_Allan_Poe,Edgar Allan Poe,"['Classics', 'Short Stories', 'Horror', 'Fiction', 'Gothic', 'Mystery', 'American', '...more']",466,37,3.93
3087.A_Room_with_a_View,3087,A Room with a View,1908,https://www.goodreads.com/author/show/86404.E_M_Forster,E.M. Forster,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Italy', 'Literature', 'British Literature', '...more']","173,001","7,558",3.9
1509467.Die_Leute_von_Seldwyla,1509467,Die Leute von Seldwyla,1874,https://www.goodreads.com/author/show/169899.Gottfried_Keller,Gottfried Keller,"['Classics', 'German Literature', 'Fiction', 'Short Stories']",208,6,3.76
156538.North_and_South,156538,North and South,1854,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Historical', '19th Century', 'Victorian', '...more']","161,220","9,199",4.15
6463488-trials-and-confessions-of-a-housekeeper,6463488,Trials and Confessions of a Housekeeper,2009,https://www.goodreads.com/author/show/5278447.T_S_Arthur,T.S. Arthur,['Audiobook'],17,4,3.29
28191500-rudyard-kipling-s-the-jungle-book,28191500,Rudyard Kipling’s The Jungle Book: The Mowgli Stories,2015,https://www.goodreads.com/author/show/6757869.Richard_Kurti,Richard Kurti,"['Classics', 'Audiobook', 'Fiction', 'Fantasy', 'Childrens', 'Animals', 'Short Stories', '...more']",537,94,4.11
3030579-the-dove-in-the-eagle-s-nest,3030579,The Dove in the Eagle's Nest,1866,https://www.goodreads.com/author/show/176982.Charlotte_Mary_Yonge,Charlotte Mary Yonge,"['Historical Fiction', 'Classics', 'Fiction']",49,12,3.73
182385.Gothic_Tales,182385,Gothic Tales,2000,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Gothic', 'Horror', 'Short Stories', 'Fiction', 'Victorian', '19th Century', '...more']","2,618",216,3.8
149785.The_Way_We_Live_Now,149785,The Way We Live Now,1875,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', '19th Century', 'Victorian', 'Literature', 'British Literature', 'Novels', '...more']","12,532","1,076",4.07
220105.Aur_lia,220105,Aurélia,1855,https://www.goodreads.com/author/show/128771.G_rard_de_Nerval,Gérard de Nerval,"['Classics', 'France', 'Fiction', 'Poetry', 'French Literature', '19th Century', 'Literature', '...more']",760,62,3.72
73954.The_Eustace_Diamonds,73954,The Eustace Diamonds,1873,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'British Literature', 'Historical Fiction', '...more']","4,543",427,3.95
3685.Black_Beauty,3685,Black Beauty,1877,https://www.goodreads.com/author/show/2530.Anna_Sewell,Anna Sewell,"['Classics', 'Fiction', 'Childrens', 'Animals', 'Young Adult', 'Horses', 'Historical Fiction', '...more']","266,044","6,180",3.98
1450322.The_Dolliver_Romance_and_Other_Pieces,1450322,The Dolliver Romance and Other Pieces: Tales and Sketches,1876,https://www.goodreads.com/author/show/7799.Nathaniel_Hawthorne,Nathaniel Hawthorne,[],4,0,3.5
253878.Mademoiselle_de_Maupin,253878,Mademoiselle de Maupin,1835,https://www.goodreads.com/author/show/103384.Th_ophile_Gautier,Théophile Gautier,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'LGBT', 'Queer', '...more']","1,159",96,3.91
294560.Mosses_from_an_Old_Manse,294560,Mosses from an Old Manse,1846,https://www.goodreads.com/author/show/7799.Nathaniel_Hawthorne,Nathaniel Hawthorne,"['Classics', 'Short Stories', 'Fiction', 'American', 'Fantasy', 'Literature', 'Gothic', '...more']",811,80,3.77
31175.The_Professor,31175,The Professor,1857,https://www.goodreads.com/author/show/1036615.Charlotte_Bront_,Charlotte Brontë,"['Classics', 'Fiction', 'Romance', '19th Century', 'Victorian', 'Historical Fiction', 'Literature', '...more']","23,619","1,647",3.56
341281.The_Woodlanders,341281,The Woodlanders,1887,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', '19th Century', 'Victorian', 'Literature', 'Romance', 'British Literature', '...more']","15,745",740,3.88
24280.Les_Mis_rables,24280,Les Misérables,1862,https://www.goodreads.com/author/show/13661.Victor_Hugo,Victor Hugo,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'France', 'Historical', 'Novels', '...more']","761,941","20,895",4.19
782188.Misericordia,782188,Misericordia,1897,https://www.goodreads.com/author/show/25574.Benito_P_rez_Gald_s,Benito Pérez Galdós,"['Classics', 'Fiction', 'Spanish Literature', 'Spain', '19th Century', 'Literature', 'Novels', '...more']","1,860",149,3.82
5025830-the-fifth-form-at-st-dominic-s,5025830,The Fifth Form at St. Dominic's,1881,https://www.goodreads.com/author/show/1026231.Talbot_Baines_Reed,Talbot Baines Reed,"['School Stories', 'Childrens', 'Fiction', 'Young Adult', 'Historical Fiction']",67,13,3.9
806787.Late_Victorian_Gothic_Tales,806787,Late Victorian Gothic Tales,2005,https://www.goodreads.com/author/show/39598.Roger_Luckhurst,Roger Luckhurst,"['Gothic', 'Short Stories', 'Classics', 'Horror', 'Fiction', 'Victorian', 'Anthologies', '...more']",554,54,3.87
6585894-the-story-of-a-new-york-house,6585894,The Story of a New York House,1887,https://www.goodreads.com/author/show/8265960.H_C_Bunner,H.C. Bunner,[],9,2,3.89
1306637.A_Group_of_Noble_Dames,1306637,A Group of Noble Dames,1891,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Short Stories', 'Fiction', 'Victorian', '19th Century', 'English Literature', 'British Literature', '...more']",325,38,3.81
6328870-catherine,6328870,Catherine: A Story,1840,https://www.goodreads.com/author/show/3953.William_Makepeace_Thackeray,William Makepeace Thackeray,"['Classics', 'Fiction', 'Crime', '19th Century', 'Novels', 'British Literature']",104,17,3.22
99300.The_Yellow_Wallpaper_and_Other_Stories,99300,The Yellow Wallpaper and Other Stories,1892,https://www.goodreads.com/author/show/29527.Charlotte_Perkins_Gilman,Charlotte Perkins Gilman,"['Classics', 'Short Stories', 'Fiction', 'Feminism', 'Horror', 'Literature', 'School', '...more']","82,846","2,307",4.05
153747.Moby_Dick_or_the_Whale,153747,"Moby-Dick or, the Whale",1851,https://www.goodreads.com/author/show/1624.Herman_Melville,Herman Melville,"['Classics', 'Fiction', 'Literature', 'Adventure', 'Historical Fiction', 'Novels', 'American', '...more']","530,832","20,060",3.53
6121115-the-brown-owl,6121115,The Brown Owl: A Fairy Tale,1891,https://www.goodreads.com/author/show/1209.Ford_Madox_Ford,Ford Madox Ford,"['Fiction', 'Fairy Tales', 'Fantasy']",21,3,3.29
682681.She,682681,She: A History of Adventure,1887,https://www.goodreads.com/author/show/4633123.H_Rider_Haggard,H. Rider Haggard,"['Classics', 'Fantasy', 'Fiction', 'Adventure', 'Africa', '19th Century', 'Historical Fiction', '...more']","12,395","1,106",3.57
971088.The_Egoist,971088,The Egoist,1879,https://www.goodreads.com/author/show/41083.George_Woodcock,George Woodcock,"['Classics', 'Fiction', 'Victorian', '19th Century', 'British Literature', 'Literature', 'English Literature', '...more']","1,661",91,3.66
699468.The_Well_Beloved,699468,The Well-Beloved,1892,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Romance', 'Literature', 'British Literature', '...more']","1,889",156,3.59
537072.The_Overcoat_and_Other_Tales_of_Good_and_Evil,537072,The Overcoat and Other Tales of Good and Evil,1957,https://www.goodreads.com/author/show/232932.Nikolai_Gogol,Nikolai Gogol,"['Short Stories', 'Fiction', 'Classics', 'Russia', 'Russian Literature', 'Literature', 'Fantasy', '...more']","1,655",103,4.25
32650.The_Return_of_the_Native,32650,The Return of the Native,1878,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', 'Literature', '19th Century', 'Victorian', 'British Literature', 'Novels', '...more']","37,099","1,852",3.87
656.War_and_Peace,656,War and Peace,1869,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,Leo Tolstoy,"['Classics', 'Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Literature', 'War', '...more']","307,045","15,364",4.15
2175.Madame_Bovary,2175,Madame Bovary,1856,https://www.goodreads.com/author/show/1461.Gustave_Flaubert,Gustave Flaubert,"['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Romance', '19th Century', '...more']","308,234","14,202",3.7
3243797-the-naulahka---a-story-of-east-and-west,3243797,The Naulahka - A Story Of East And West,1891,https://www.goodreads.com/author/show/6989.Rudyard_Kipling,Rudyard Kipling,"['Fiction', 'Classics', 'Asia', 'Drama']",64,9,3.27
28420.The_Earth,28420,The Earth,1887,https://www.goodreads.com/author/show/4750._mile_Zola,Émile Zola,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Historical Fiction', '...more']","1,980",179,4.09
60671823-alice-s-adventures-in-wonderland,60671823,Alice's Adventures in Wonderland,1862,https://www.goodreads.com/author/show/8164.Lewis_Carroll,Lewis Carroll,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Audiobook', 'Adventure', 'Middle Grade', '...more']","349,368","15,495",4.0
62111.The_Swiss_Family_Robinson,62111,The Swiss Family Robinson,1812,https://www.goodreads.com/author/show/2897630.Johann_David_Wyss,Johann David Wyss,"['Classics', 'Fiction', 'Adventure', 'Childrens', 'Young Adult', 'Historical Fiction', 'Literature', '...more']","103,305","2,823",3.91
12190.The_Return,12190,The Return,1898,https://www.goodreads.com/author/show/3345.Joseph_Conrad,Joseph Conrad,"['Classics', 'Fiction', 'Short Stories', '19th Century', 'Novella', 'British Literature', 'Drama', '...more']",328,50,3.55
24601.Paris_Spleen,24601,Paris Spleen,1869,https://www.goodreads.com/author/show/13847.Charles_Baudelaire,Charles Baudelaire,"['Poetry', 'Classics', 'France', 'French Literature', 'Fiction', 'Literature', '19th Century', '...more']","12,345",519,4.27
60439685-to-capture-his-heart,60439685,To Capture His Heart,2022,https://www.goodreads.com/author/show/159659.Nancy_Campbell_Allen,Nancy Campbell Allen,"['Romance', 'Mystery', 'Historical Fiction', 'Historical Romance', 'Historical', 'Clean Romance', 'Victorian', '...more']",830,291,4.13
882167.Salem_Chapel,882167,Salem Chapel,1863,https://www.goodreads.com/author/show/14266369.Mrs_Oliphant,Mrs. Oliphant,"['Classics', 'Victorian', 'Fiction', '19th Century', 'British Literature', 'Female Authors']",125,36,3.42
59090244-where-the-road-bends,59090244,Where the Road Bends,2022,https://www.goodreads.com/author/show/17283584.Rachel_Fordham,Rachel Fordham,"['Historical Fiction', 'Christian Fiction', 'Romance', 'Historical Romance', 'Fiction', 'Christian', 'Historical', '...more']",753,286,4.11
246245.The_Deerslayer,246245,The Deerslayer,1841,https://www.goodreads.com/author/show/9121.James_Fenimore_Cooper,James Fenimore Cooper,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'American', 'Historical', '...more']","13,625",535,3.69
444381.The_Princess_and_the_Goblin,444381,The Princess and the Goblin,1872,https://www.goodreads.com/author/show/2413.George_MacDonald,George MacDonald,"['Fantasy', 'Classics', 'Fiction', 'Childrens', 'Fairy Tales', 'Young Adult', 'Middle Grade', '...more']","34,156","2,353",4.01
31463.Far_From_the_Madding_Crowd,31463,Far From the Madding Crowd,1874,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', '19th Century', 'Literature', 'Victorian', '...more']","144,443","7,457",3.96
17333230-the-luminaries,17333230,The Luminaries,2013,https://www.goodreads.com/author/show/2093764.Eleanor_Catton,Eleanor Catton,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Literary Fiction', 'Contemporary', 'Literature', '...more']","76,098","8,870",3.73
611861.Elsie_Dinsmore,611861,Elsie Dinsmore,1868,https://www.goodreads.com/author/show/6619.Martha_Finley,Martha Finley,"['Classics', 'Historical Fiction', 'Fiction', 'Christian Fiction', 'Christian', 'Childrens', 'Young Adult', '...more']","2,336",233,3.58
46787.Uncle_Tom_s_Cabin,46787,Uncle Tom's Cabin,1852,https://www.goodreads.com/author/show/26242.Harriet_Beecher_Stowe,Harriet Beecher Stowe,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'American', 'Novels', '...more']","217,617","9,217",3.9
44025136-promised,44025136,Promised,2020,https://www.goodreads.com/author/show/19220911.Leah_Garriott,Leah Garriott,"['Romance', 'Historical Fiction', 'Historical Romance', 'Regency', 'Historical', 'Fiction', 'Regency Romance', '...more']","2,737",643,3.96
57070964-shadows-of-swanford-abbey,57070964,Shadows of Swanford Abbey,2021,https://www.goodreads.com/author/show/928415.Julie_Klassen,Julie Klassen,"['Historical Fiction', 'Christian Fiction', 'Mystery', 'Romance', 'Fiction', 'Regency', 'Historical', '...more']","2,527",492,4.06
226378.A_Hero_of_Our_Time,226378,A Hero of Our Time,1839,https://www.goodreads.com/author/show/15538.Mikhail_Lermontov,Mikhail Lermontov,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels', '...more']","55,093","2,069",4.11
36064363-the-nutcracker,36064363,The Nutcracker,1845,https://www.goodreads.com/author/show/4785.Alexandre_Dumas,Alexandre Dumas,"['Classics', 'Christmas', 'Fantasy', 'Fiction', 'Fairy Tales', 'Childrens', 'Holiday', '...more']","1,383",230,3.73
17477.The_Wishing_Chair_Collection,17477,"The Wishing Chair Collection: Three Exciting Stories in One. The adventures of the Wishing Chair, The Wishing Chair Again, More Wishing Chair Tales",2002,https://www.goodreads.com/author/show/10657.Enid_Blyton,Enid Blyton,"['Childrens', 'Fantasy', 'Classics', 'Fiction', 'Adventure', 'Fairy Tales', 'Magic', '...more']","2,298",70,4.33
4921.Three_Men_in_a_Boat,4921,Three Men in a Boat,1889,https://www.goodreads.com/author/show/3352.Jerome_K_Jerome,Jerome K. Jerome,"['Classics', 'Fiction', 'Humor', 'Travel', 'Comedy', 'British Literature', '19th Century', '...more']","67,908","5,793",3.85
630983.The_Mysteries_of_Paris,630983,The Mysteries of Paris,1843,https://www.goodreads.com/author/show/340712.Eug_ne_Sue,Eugène Sue,"['Classics', 'Fiction', 'France', 'French Literature', 'Mystery', '19th Century', 'Literature', '...more']",787,92,3.92
87580.The_Private_Memoirs_and_Confessions_of_a_Justified_Sinner,87580,The Private Memoirs and Confessions of a Justified Sinner,1824,https://www.goodreads.com/author/show/50314.James_Hogg,James Hogg,"['Classics', 'Fiction', 'Gothic', 'Horror', 'Scotland', '19th Century', 'Literature', '...more']","8,201",647,3.67
17350820-fired-up,17350820,Fired Up,2013,https://www.goodreads.com/author/show/58306.Mary_Connealy,Mary Connealy,"['Romance', 'Christian Fiction', 'Historical Fiction', 'Westerns', 'Historical', 'Christian', 'Historical Romance', '...more']","1,661",189,4.21
588747.Lady_Audley_s_Secret,588747,Lady Audley's Secret,1862,https://www.goodreads.com/author/show/45896.Mary_Elizabeth_Braddon,Mary Elizabeth Braddon,"['Classics', 'Fiction', 'Mystery', 'Victorian', 'Gothic', '19th Century', 'Historical Fiction', '...more']","23,116","1,665",3.77
45032.Mansfield_Park,45032,Mansfield Park,1814,https://www.goodreads.com/author/show/1265.Jane_Austen,Jane Austen,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', '19th Century', 'Historical', '...more']","328,347","13,032",3.86
206173.The_Pit_and_the_Pendulum,206173,The Pit and the Pendulum,1842,https://www.goodreads.com/author/show/4624490.Edgar_Allan_Poe,Edgar Allan Poe,"['Classics', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'Literature', '19th Century', '...more']","9,832",384,3.95
125870.Billy_Budd_and_Other_Stories,125870,Billy Budd and Other Stories,1853,https://www.goodreads.com/author/show/1624.Herman_Melville,Herman Melville,"['Fiction', 'Classics', 'Short Stories', 'Literature', '19th Century', 'American', 'School', '...more']","3,881",200,3.58
7126.The_Count_of_Monte_Cristo,7126,The Count of Monte Cristo,1844,https://www.goodreads.com/author/show/4785.Alexandre_Dumas,Alexandre Dumas,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'Historical', 'France', '...more']","859,376","27,983",4.28
14706.Faust_First_Part,14706,"Faust, First Part",1808,https://www.goodreads.com/author/show/285217.Johann_Wolfgang_von_Goethe,Johann Wolfgang von Goethe,"['Classics', 'Fiction', 'Plays', 'Poetry', 'German Literature', 'Drama', 'Literature', '...more']","70,747","1,698",3.88
32585.Hunger,32585,Hunger,1890,https://www.goodreads.com/author/show/18317.Knut_Hamsun,Knut Hamsun,"['Fiction', 'Classics', 'Literature', 'Novels', 'Scandinavian Literature', '19th Century', 'Nobel Prize', '...more']","50,703","3,911",4.06
294251.Green_Henry,294251,Green Henry,1854,https://www.goodreads.com/author/show/169899.Gottfried_Keller,Gottfried Keller,"['Fiction', 'Classics', 'German Literature', '19th Century', 'Literature', 'Germany', 'Philosophy', '...more']",420,34,3.77
42641.Resurrection,42641,Resurrection,1899,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,Leo Tolstoy,"['Classics', 'Fiction', 'Russian Literature', 'Russia', 'Literature', '19th Century', 'Novels', '...more']","22,214","1,613",4.16
60737826-la-roja-insignia-del-valor,60737826,La roja insignia del valor,2021,https://www.goodreads.com/author/show/19879.Stephen_Crane,Stephen Crane,[],2,0,4.0
338807.Ruth,338807,Ruth,1853,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Fiction', 'Victorian', 'Historical Fiction', '19th Century', 'Literature', 'British Literature', '...more']","7,538",616,3.82
418285.Noli_Me_T_ngere_Touch_Me_Not_,418285,Noli Me Tángere (Touch Me Not),1887,https://www.goodreads.com/author/show/186192.Jos_Rizal,José Rizal,"['Classics', 'Fiction', 'Historical Fiction', 'Asia', 'Literature', 'Historical', '19th Century', '...more']","7,534",477,4.21
12948.The_Turn_of_the_Screw,12948,The Turn of the Screw,1898,https://www.goodreads.com/author/show/159.Henry_James,Henry James,"['Classics', 'Horror', 'Fiction', 'Gothic', 'Mystery', 'Audiobook', 'Literature', '...more']","140,348","11,995",3.4
597518.The_Giant_Killer,597518,The Giant Killer,1856,https://www.goodreads.com/author/show/1677171.A_L_O_E_,A.L.O.E.,"['Fiction', 'Christian', 'Christian Fiction', 'Classics', 'Childrens']",219,41,4.27
93007.The_Merry_Adventures_of_Robin_Hood,93007,The Merry Adventures of Robin Hood,1883,https://www.goodreads.com/author/show/53350.Howard_Pyle,Howard Pyle,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Fantasy', 'Childrens', 'Young Adult', '...more']","62,932","1,313",4.07
28458.Sketches_from_a_Hunter_s_Album,28458,Sketches from a Hunter's Album,1852,https://www.goodreads.com/author/show/410680.Ivan_Turgenev,Ivan Turgenev,"['Russia', 'Fiction', 'Classics', 'Russian Literature', 'Short Stories', 'Literature', '19th Century', '...more']","8,000",321,3.95
729704.The_Morgesons,729704,The Morgesons,1862,https://www.goodreads.com/author/show/339442.Elizabeth_Stoddard,Elizabeth Stoddard,"['Classics', 'Fiction', '19th Century', 'Victorian', 'Womens', 'American', 'School', '...more']",463,63,3.56
19117.Fathers_and_Sons,19117,Fathers and Sons,1862,https://www.goodreads.com/author/show/410680.Ivan_Turgenev,Ivan Turgenev,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels', '...more']","82,538","3,487",3.98
182381.Cranford,182381,Cranford,1853,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Fiction', 'Historical Fiction', '19th Century', 'Victorian', 'British Literature', 'Audiobook', '...more']","41,587","3,023",3.84
30259041-an-uncommon-courtship,30259041,An Uncommon Courtship,2017,https://www.goodreads.com/author/show/8635258.Kristi_Ann_Hunter,Kristi Ann Hunter,"['Romance', 'Historical Fiction', 'Christian Fiction', 'Regency', 'Historical', 'Christian', 'Historical Romance', '...more']","3,574",564,3.89
64207.Sorcery_Cecelia,64207,Sorcery & Cecelia: or The Enchanted Chocolate Pot,1988,https://www.goodreads.com/author/show/36122.Patricia_C_Wrede,Patricia C. Wrede,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Magic', '...more']","19,660","2,302",4.02
261689.The_Grand_Sophy,261689,The Grand Sophy,1950,https://www.goodreads.com/author/show/18067.Georgette_Heyer,Georgette Heyer,"['Romance', 'Historical Fiction', 'Historical Romance', 'Historical', 'Fiction', 'Regency', 'Classics', '...more']","31,174","3,802",4.16
144463.The_Small_House_at_Allington,144463,The Small House at Allington,1864,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'Historical Fiction', 'British Literature', '...more']","4,950",423,4.05
1383791.The_Heir_of_Redclyffe,1383791,The Heir of Redclyffe,1853,https://www.goodreads.com/author/show/176982.Charlotte_Mary_Yonge,Charlotte Mary Yonge,"['Fiction', 'Classics', 'Victorian', '19th Century', 'British Literature', 'Romance', 'Historical Fiction', '...more']",243,51,3.79
30753850-a-lady-in-disguise,30753850,A Lady in Disguise,2017,https://www.goodreads.com/author/show/72439.Sandra_Byrd,Sandra Byrd,"['Historical Fiction', 'Historical', 'Romance', 'Mystery', 'Victorian', 'Christian', 'Fiction', '...more']",533,187,4.05
50827.Dombey_and_Son,50827,Dombey and Son,1848,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'British Literature', 'Novels', '...more']","15,115",918,3.95
882166.The_Perpetual_Curate,882166,The Perpetual Curate,1864,https://www.goodreads.com/author/show/14266369.Mrs_Oliphant,Mrs. Oliphant,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Religion', 'British Literature']",145,18,3.91
403733.Tales_of_the_Alhambra,403733,Tales of the Alhambra,1832,https://www.goodreads.com/author/show/28525.Washington_Irving,Washington Irving,"['Classics', 'Travel', 'Fiction', 'Spain', 'Short Stories', 'Historical Fiction', 'Literature', '...more']","4,271",506,3.74
203220.Les_Fleurs_du_Mal,203220,Les Fleurs du Mal,1857,https://www.goodreads.com/author/show/13847.Charles_Baudelaire,Charles Baudelaire,"['Poetry', 'Classics', 'France', 'French Literature', 'Fiction', '19th Century', 'Literature', '...more']","64,808","2,167",4.21
12287356-schoolboy-honour,12287356,Schoolboy Honour: A Tale of Halminster College,1861,https://www.goodreads.com/author/show/2999462.Henry_Cadwallader_Adams,Henry Cadwallader Adams,[],3,2,3.67
866301.Felix_Holt,866301,Felix Holt: The Radical,1866,https://www.goodreads.com/author/show/173.George_Eliot,George Eliot,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Historical Fiction', 'Literature', 'British Literature', '...more']","4,004",192,3.7
2023010.Many_Cargoes,2023010,Many Cargoes,1896,https://www.goodreads.com/author/show/57721.W_W_Jacobs,W.W. Jacobs,[],39,6,3.59
1047422.The_Four_Feathers,1047422,The Four Feathers,1902,https://www.goodreads.com/author/show/217146.A_E_W_Mason,A.E.W. Mason,"['Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'War', 'Romance', 'Africa', '...more']","4,844",318,3.91
6981444-the-ensouled-violin,6981444,The Ensouled Violin,2004,https://www.goodreads.com/author/show/18295027.Helena_Petrovna_Blavatsky,Helena Petrovna Blavatsky,"['Short Stories', 'Horror', 'Fiction', 'Music']",51,10,3.69
50635064-to-catch-a-suitor,50635064,To Catch A Suitor,2020,https://www.goodreads.com/author/show/19682177.Sarah_Adams,Sarah Adams,"['Romance', 'Regency', 'Historical Romance', 'Clean Romance', 'Historical', 'Audiobook', 'Historical Fiction', '...more']","1,556",229,3.98
52248533-marrying-miss-milton,52248533,Marrying Miss Milton,2018,https://www.goodreads.com/author/show/15362222.Ashtyn_Newbold,Ashtyn Newbold,"['Romance', 'Historical Fiction', 'Regency', 'Historical', 'Historical Romance', 'Regency Romance', 'Fiction', '...more']","1,752",176,4.13
2608171-the-christmas-angel,2608171,The Christmas Angel,1910,https://www.goodreads.com/author/show/291948.Abbie_Farwell_Brown,Abbie Farwell Brown,"['Christmas', 'Fiction', 'Classics', 'Holiday', 'Fantasy', 'Audiobook', 'Historical Fiction', '...more']",800,120,3.77
125321.Barchester_Towers,125321,Barchester Towers,1857,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Historical Fiction', 'Literature', 'British Literature', '...more']","15,926","1,133",4.04
10147.The_Complete_Sherlock_Holmes_Volume_I,10147,"The Complete Sherlock Holmes, Volume I",1927,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Literature', 'Mystery Thriller', '...more']","29,903",479,4.49
2160438.The_Wheels_of_Chance,2160438,The Wheels of Chance: A Bicycling Idyll,1896,https://www.goodreads.com/author/show/880695.H_G_Wells,H.G. Wells,"['Fiction', 'Classics', 'Cycling', 'Humor', 'Adventure', 'Novels', 'Romance', '...more']",434,67,3.49
1497611.The_History_of_Pendennis,1497611,"The History of Pendennis: His Fortunes and Misfortunes, His Friends and His Greatest Enemy",1850,https://www.goodreads.com/author/show/3953.William_Makepeace_Thackeray,William Makepeace Thackeray,"['Classics', 'Fiction', '19th Century', 'British Literature', 'Historical Fiction', 'Victorian', 'Novels', '...more']",356,30,3.7
1990.Martin_Chuzzlewit,1990,Martin Chuzzlewit,1844,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'British Literature', 'Historical Fiction', '...more']","15,794",769,3.83
419285.The_Light_That_Failed,419285,The Light That Failed,1890,https://www.goodreads.com/author/show/6989.Rudyard_Kipling,Rudyard Kipling,"['Fiction', 'Classics', 'Historical Fiction', '19th Century', 'British Literature', 'Literature', 'Novels', '...more']","1,078",106,3.57
45205.No_Name,45205,No Name,1862,https://www.goodreads.com/author/show/4012.Wilkie_Collins,Wilkie Collins,"['Classics', 'Fiction', 'Victorian', 'Mystery', '19th Century', 'British Literature', 'Historical Fiction', '...more']","9,204",544,3.94
54655847-isabelle-and-alexander,54655847,Isabelle and Alexander,2021,https://www.goodreads.com/author/show/20774990.Rebecca_Anderson,Rebecca Anderson,"['Romance', 'Historical Fiction', 'Historical', 'Historical Romance', 'Fiction', 'Clean Romance', 'Regency', '...more']","1,548",447,3.76
31713285-the-six-cushions-by-the-author-of-the-heir-of-redclyffe,31713285,The Six Cushions. by the Author of 'the Heir of Redclyffe',2016,https://www.goodreads.com/author/show/176982.Charlotte_Mary_Yonge,Charlotte Mary Yonge,[],1,0,5.0
