,book_id_title,book_id,book_title,year_first_published,authorlink,author,genres,num_ratings,num_reviews,average_rating,flag
0,5797.Vanity_Fair,5797,Vanity Fair,1847.0,https://www.goodreads.com/author/show/3953.William_Makepeace_Thackeray,William Makepeace Thackeray,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Romance', 'British Literature', '...more']","124,679","4,151",3.8,True
1,882993.Cousin_Phyllis,882993,Cousin Phyllis,1864.0,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Fiction', 'Victorian', 'Historical Fiction', '19th Century', 'British Literature', 'Audiobook', '...more']","2,298",302,3.48,True
3,3087.A_Room_with_a_View,3087,A Room with a View,1908.0,https://www.goodreads.com/author/show/86404.E_M_Forster,E.M. Forster,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Italy', 'Literature', 'British Literature', '...more']","173,001","7,558",3.9,True
5,156538.North_and_South,156538,North and South,1854.0,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Historical', '19th Century', 'Victorian', '...more']","161,220","9,199",4.15,True
8,3030579-the-dove-in-the-eagle-s-nest,3030579,The Dove in the Eagle's Nest,1866.0,https://www.goodreads.com/author/show/176982.Charlotte_Mary_Yonge,Charlotte Mary Yonge,"['Historical Fiction', 'Classics', 'Fiction']",49,12,3.73,True
10,149785.The_Way_We_Live_Now,149785,The Way We Live Now,1875.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', '19th Century', 'Victorian', 'Literature', 'British Literature', 'Novels', '...more']","12,532","1,076",4.07,True
12,73954.The_Eustace_Diamonds,73954,The Eustace Diamonds,1873.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'British Literature', 'Historical Fiction', '...more']","4,543",427,3.95,True
13,3685.Black_Beauty,3685,Black Beauty,1877.0,https://www.goodreads.com/author/show/2530.Anna_Sewell,Anna Sewell,"['Classics', 'Fiction', 'Childrens', 'Animals', 'Young Adult', 'Horses', 'Historical Fiction', '...more']","266,044","6,180",3.98,True
14,1450322.The_Dolliver_Romance_and_Other_Pieces,1450322,The Dolliver Romance and Other Pieces: Tales and Sketches,1876.0,https://www.goodreads.com/author/show/7799.Nathaniel_Hawthorne,Nathaniel Hawthorne,[],4,0,3.5,True
15,253878.Mademoiselle_de_Maupin,253878,Mademoiselle de Maupin,1835.0,https://www.goodreads.com/author/show/103384.Th_ophile_Gautier,Théophile Gautier,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'LGBT', 'Queer', '...more']","1,159",96,3.91,True
17,31175.The_Professor,31175,The Professor,1857.0,https://www.goodreads.com/author/show/1036615.Charlotte_Bront_,Charlotte Brontë,"['Classics', 'Fiction', 'Romance', '19th Century', 'Victorian', 'Historical Fiction', 'Literature', '...more']","23,619","1,647",3.56,True
18,341281.The_Woodlanders,341281,The Woodlanders,1887.0,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', '19th Century', 'Victorian', 'Literature', 'Romance', 'British Literature', '...more']","15,745",740,3.88,True
19,24280.Les_Mis_rables,24280,Les Misérables,1862.0,https://www.goodreads.com/author/show/13661.Victor_Hugo,Victor Hugo,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'France', 'Historical', 'Novels', '...more']","761,941","20,895",4.19,True
20,782188.Misericordia,782188,Misericordia,1897.0,https://www.goodreads.com/author/show/25574.Benito_P_rez_Gald_s,Benito Pérez Galdós,"['Classics', 'Fiction', 'Spanish Literature', 'Spain', '19th Century', 'Literature', 'Novels', '...more']","1,860",149,3.82,True
21,5025830-the-fifth-form-at-st-dominic-s,5025830,The Fifth Form at St. Dominic's,1881.0,https://www.goodreads.com/author/show/1026231.Talbot_Baines_Reed,Talbot Baines Reed,"['School Stories', 'Childrens', 'Fiction', 'Young Adult', 'Historical Fiction']",67,13,3.9,True
23,6585894-the-story-of-a-new-york-house,6585894,The Story of a New York House,1887.0,https://www.goodreads.com/author/show/8265960.H_C_Bunner,H.C. Bunner,[],9,2,3.89,True
25,6328870-catherine,6328870,Catherine: A Story,1840.0,https://www.goodreads.com/author/show/3953.William_Makepeace_Thackeray,William Makepeace Thackeray,"['Classics', 'Fiction', 'Crime', '19th Century', 'Novels', 'British Literature']",104,17,3.22,True
27,153747.Moby_Dick_or_the_Whale,153747,"Moby-Dick or, the Whale",1851.0,https://www.goodreads.com/author/show/1624.Herman_Melville,Herman Melville,"['Classics', 'Fiction', 'Literature', 'Adventure', 'Historical Fiction', 'Novels', 'American', '...more']","530,832","20,060",3.53,True
28,6121115-the-brown-owl,6121115,The Brown Owl: A Fairy Tale,1891.0,https://www.goodreads.com/author/show/1209.Ford_Madox_Ford,Ford Madox Ford,"['Fiction', 'Fairy Tales', 'Fantasy']",21,3,3.29,True
29,682681.She,682681,She: A History of Adventure,1887.0,https://www.goodreads.com/author/show/4633123.H_Rider_Haggard,H. Rider Haggard,"['Classics', 'Fantasy', 'Fiction', 'Adventure', 'Africa', '19th Century', 'Historical Fiction', '...more']","12,395","1,106",3.57,True
30,971088.The_Egoist,971088,The Egoist,1879.0,https://www.goodreads.com/author/show/41083.George_Woodcock,George Woodcock,"['Classics', 'Fiction', 'Victorian', '19th Century', 'British Literature', 'Literature', 'English Literature', '...more']","1,661",91,3.66,True
31,699468.The_Well_Beloved,699468,The Well-Beloved,1892.0,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Romance', 'Literature', 'British Literature', '...more']","1,889",156,3.59,True
33,32650.The_Return_of_the_Native,32650,The Return of the Native,1878.0,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', 'Literature', '19th Century', 'Victorian', 'British Literature', 'Novels', '...more']","37,099","1,852",3.87,True
34,656.War_and_Peace,656,War and Peace,1869.0,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,Leo Tolstoy,"['Classics', 'Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Literature', 'War', '...more']","307,045","15,364",4.15,True
35,2175.Madame_Bovary,2175,Madame Bovary,1856.0,https://www.goodreads.com/author/show/1461.Gustave_Flaubert,Gustave Flaubert,"['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Romance', '19th Century', '...more']","308,234","14,202",3.7,True
36,3243797-the-naulahka---a-story-of-east-and-west,3243797,The Naulahka - A Story Of East And West,1891.0,https://www.goodreads.com/author/show/6989.Rudyard_Kipling,Rudyard Kipling,"['Fiction', 'Classics', 'Asia', 'Drama']",64,9,3.27,True
37,28420.The_Earth,28420,The Earth,1887.0,https://www.goodreads.com/author/show/4750._mile_Zola,Émile Zola,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Historical Fiction', '...more']","1,980",179,4.09,True
38,60671823-alice-s-adventures-in-wonderland,60671823,Alice's Adventures in Wonderland,1862.0,https://www.goodreads.com/author/show/8164.Lewis_Carroll,Lewis Carroll,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Audiobook', 'Adventure', 'Middle Grade', '...more']","349,368","15,495",4.0,True
39,62111.The_Swiss_Family_Robinson,62111,The Swiss Family Robinson,1812.0,https://www.goodreads.com/author/show/2897630.Johann_David_Wyss,Johann David Wyss,"['Classics', 'Fiction', 'Adventure', 'Childrens', 'Young Adult', 'Historical Fiction', 'Literature', '...more']","103,305","2,823",3.91,True
43,882167.Salem_Chapel,882167,Salem Chapel,1863.0,https://www.goodreads.com/author/show/14266369.Mrs_Oliphant,Mrs. Oliphant,"['Classics', 'Victorian', 'Fiction', '19th Century', 'British Literature', 'Female Authors']",125,36,3.42,True
45,246245.The_Deerslayer,246245,The Deerslayer,1841.0,https://www.goodreads.com/author/show/9121.James_Fenimore_Cooper,James Fenimore Cooper,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'American', 'Historical', '...more']","13,625",535,3.69,True
46,444381.The_Princess_and_the_Goblin,444381,The Princess and the Goblin,1872.0,https://www.goodreads.com/author/show/2413.George_MacDonald,George MacDonald,"['Fantasy', 'Classics', 'Fiction', 'Childrens', 'Fairy Tales', 'Young Adult', 'Middle Grade', '...more']","34,156","2,353",4.01,True
47,31463.Far_From_the_Madding_Crowd,31463,Far From the Madding Crowd,1874.0,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', '19th Century', 'Literature', 'Victorian', '...more']","144,443","7,457",3.96,True
49,611861.Elsie_Dinsmore,611861,Elsie Dinsmore,1868.0,https://www.goodreads.com/author/show/6619.Martha_Finley,Martha Finley,"['Classics', 'Historical Fiction', 'Fiction', 'Christian Fiction', 'Christian', 'Childrens', 'Young Adult', '...more']","2,336",233,3.58,True
50,46787.Uncle_Tom_s_Cabin,46787,Uncle Tom's Cabin,1852.0,https://www.goodreads.com/author/show/26242.Harriet_Beecher_Stowe,Harriet Beecher Stowe,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'American', 'Novels', '...more']","217,617","9,217",3.9,True
53,226378.A_Hero_of_Our_Time,226378,A Hero of Our Time,1839.0,https://www.goodreads.com/author/show/15538.Mikhail_Lermontov,Mikhail Lermontov,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels', '...more']","55,093","2,069",4.11,True
54,36064363-the-nutcracker,36064363,The Nutcracker,1845.0,https://www.goodreads.com/author/show/4785.Alexandre_Dumas,Alexandre Dumas,"['Classics', 'Christmas', 'Fantasy', 'Fiction', 'Fairy Tales', 'Childrens', 'Holiday', '...more']","1,383",230,3.73,True
56,4921.Three_Men_in_a_Boat,4921,Three Men in a Boat,1889.0,https://www.goodreads.com/author/show/3352.Jerome_K_Jerome,Jerome K. Jerome,"['Classics', 'Fiction', 'Humor', 'Travel', 'Comedy', 'British Literature', '19th Century', '...more']","67,908","5,793",3.85,True
57,630983.The_Mysteries_of_Paris,630983,The Mysteries of Paris,1843.0,https://www.goodreads.com/author/show/340712.Eug_ne_Sue,Eugène Sue,"['Classics', 'Fiction', 'France', 'French Literature', 'Mystery', '19th Century', 'Literature', '...more']",787,92,3.92,True
58,87580.The_Private_Memoirs_and_Confessions_of_a_Justified_Sinner,87580,The Private Memoirs and Confessions of a Justified Sinner,1824.0,https://www.goodreads.com/author/show/50314.James_Hogg,James Hogg,"['Classics', 'Fiction', 'Gothic', 'Horror', 'Scotland', '19th Century', 'Literature', '...more']","8,201",647,3.67,True
60,588747.Lady_Audley_s_Secret,588747,Lady Audley's Secret,1862.0,https://www.goodreads.com/author/show/45896.Mary_Elizabeth_Braddon,Mary Elizabeth Braddon,"['Classics', 'Fiction', 'Mystery', 'Victorian', 'Gothic', '19th Century', 'Historical Fiction', '...more']","23,116","1,665",3.77,True
61,45032.Mansfield_Park,45032,Mansfield Park,1814.0,https://www.goodreads.com/author/show/1265.Jane_Austen,Jane Austen,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', '19th Century', 'Historical', '...more']","328,347","13,032",3.86,True
64,7126.The_Count_of_Monte_Cristo,7126,The Count of Monte Cristo,1844.0,https://www.goodreads.com/author/show/4785.Alexandre_Dumas,Alexandre Dumas,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'Historical', 'France', '...more']","859,376","27,983",4.28,True
66,32585.Hunger,32585,Hunger,1890.0,https://www.goodreads.com/author/show/18317.Knut_Hamsun,Knut Hamsun,"['Fiction', 'Classics', 'Literature', 'Novels', 'Scandinavian Literature', '19th Century', 'Nobel Prize', '...more']","50,703","3,911",4.06,True
67,294251.Green_Henry,294251,Green Henry,1854.0,https://www.goodreads.com/author/show/169899.Gottfried_Keller,Gottfried Keller,"['Fiction', 'Classics', 'German Literature', '19th Century', 'Literature', 'Germany', 'Philosophy', '...more']",420,34,3.77,True
68,42641.Resurrection,42641,Resurrection,1899.0,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,Leo Tolstoy,"['Classics', 'Fiction', 'Russian Literature', 'Russia', 'Literature', '19th Century', 'Novels', '...more']","22,214","1,613",4.16,True
70,338807.Ruth,338807,Ruth,1853.0,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Fiction', 'Victorian', 'Historical Fiction', '19th Century', 'Literature', 'British Literature', '...more']","7,538",616,3.82,True
71,418285.Noli_Me_T_ngere_Touch_Me_Not_,418285,Noli Me Tángere (Touch Me Not),1887.0,https://www.goodreads.com/author/show/186192.Jos_Rizal,José Rizal,"['Classics', 'Fiction', 'Historical Fiction', 'Asia', 'Literature', 'Historical', '19th Century', '...more']","7,534",477,4.21,True
72,12948.The_Turn_of_the_Screw,12948,The Turn of the Screw,1898.0,https://www.goodreads.com/author/show/159.Henry_James,Henry James,"['Classics', 'Horror', 'Fiction', 'Gothic', 'Mystery', 'Audiobook', 'Literature', '...more']","140,348","11,995",3.4,True
73,597518.The_Giant_Killer,597518,The Giant Killer,1856.0,https://www.goodreads.com/author/show/1677171.A_L_O_E_,A.L.O.E.,"['Fiction', 'Christian', 'Christian Fiction', 'Classics', 'Childrens']",219,41,4.27,True
74,93007.The_Merry_Adventures_of_Robin_Hood,93007,The Merry Adventures of Robin Hood,1883.0,https://www.goodreads.com/author/show/53350.Howard_Pyle,Howard Pyle,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Fantasy', 'Childrens', 'Young Adult', '...more']","62,932","1,313",4.07,True
76,729704.The_Morgesons,729704,The Morgesons,1862.0,https://www.goodreads.com/author/show/339442.Elizabeth_Stoddard,Elizabeth Stoddard,"['Classics', 'Fiction', '19th Century', 'Victorian', 'Womens', 'American', 'School', '...more']",463,63,3.56,True
77,19117.Fathers_and_Sons,19117,Fathers and Sons,1862.0,https://www.goodreads.com/author/show/410680.Ivan_Turgenev,Ivan Turgenev,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels', '...more']","82,538","3,487",3.98,True
78,182381.Cranford,182381,Cranford,1853.0,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Fiction', 'Historical Fiction', '19th Century', 'Victorian', 'British Literature', 'Audiobook', '...more']","41,587","3,023",3.84,True
80,64207.Sorcery_Cecelia,64207,Sorcery & Cecelia: or The Enchanted Chocolate Pot,1988.0,https://www.goodreads.com/author/show/36122.Patricia_C_Wrede,Patricia C. Wrede,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Magic', '...more']","19,660","2,302",4.02,True
81,261689.The_Grand_Sophy,261689,The Grand Sophy,1950.0,https://www.goodreads.com/author/show/18067.Georgette_Heyer,Georgette Heyer,"['Romance', 'Historical Fiction', 'Historical Romance', 'Historical', 'Fiction', 'Regency', 'Classics', '...more']","31,174","3,802",4.16,True
82,144463.The_Small_House_at_Allington,144463,The Small House at Allington,1864.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'Historical Fiction', 'British Literature', '...more']","4,950",423,4.05,True
83,1383791.The_Heir_of_Redclyffe,1383791,The Heir of Redclyffe,1853.0,https://www.goodreads.com/author/show/176982.Charlotte_Mary_Yonge,Charlotte Mary Yonge,"['Fiction', 'Classics', 'Victorian', '19th Century', 'British Literature', 'Romance', 'Historical Fiction', '...more']",243,51,3.79,True
85,50827.Dombey_and_Son,50827,Dombey and Son,1848.0,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'British Literature', 'Novels', '...more']","15,115",918,3.95,True
86,882166.The_Perpetual_Curate,882166,The Perpetual Curate,1864.0,https://www.goodreads.com/author/show/14266369.Mrs_Oliphant,Mrs. Oliphant,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Religion', 'British Literature']",145,18,3.91,True
89,12287356-schoolboy-honour,12287356,Schoolboy Honour: A Tale of Halminster College,1861.0,https://www.goodreads.com/author/show/2999462.Henry_Cadwallader_Adams,Henry Cadwallader Adams,[],3,2,3.67,True
90,866301.Felix_Holt,866301,Felix Holt: The Radical,1866.0,https://www.goodreads.com/author/show/173.George_Eliot,George Eliot,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Historical Fiction', 'Literature', 'British Literature', '...more']","4,004",192,3.7,True
91,2023010.Many_Cargoes,2023010,Many Cargoes,1896.0,https://www.goodreads.com/author/show/57721.W_W_Jacobs,W.W. Jacobs,[],39,6,3.59,True
92,1047422.The_Four_Feathers,1047422,The Four Feathers,1902.0,https://www.goodreads.com/author/show/217146.A_E_W_Mason,A.E.W. Mason,"['Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'War', 'Romance', 'Africa', '...more']","4,844",318,3.91,True
96,2608171-the-christmas-angel,2608171,The Christmas Angel,1910.0,https://www.goodreads.com/author/show/291948.Abbie_Farwell_Brown,Abbie Farwell Brown,"['Christmas', 'Fiction', 'Classics', 'Holiday', 'Fantasy', 'Audiobook', 'Historical Fiction', '...more']",800,120,3.77,True
97,125321.Barchester_Towers,125321,Barchester Towers,1857.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Historical Fiction', 'Literature', 'British Literature', '...more']","15,926","1,133",4.04,True
99,2160438.The_Wheels_of_Chance,2160438,The Wheels of Chance: A Bicycling Idyll,1896.0,https://www.goodreads.com/author/show/880695.H_G_Wells,H.G. Wells,"['Fiction', 'Classics', 'Cycling', 'Humor', 'Adventure', 'Novels', 'Romance', '...more']",434,67,3.49,True
100,1497611.The_History_of_Pendennis,1497611,"The History of Pendennis: His Fortunes and Misfortunes, His Friends and His Greatest Enemy",1850.0,https://www.goodreads.com/author/show/3953.William_Makepeace_Thackeray,William Makepeace Thackeray,"['Classics', 'Fiction', '19th Century', 'British Literature', 'Historical Fiction', 'Victorian', 'Novels', '...more']",356,30,3.7,True
101,1990.Martin_Chuzzlewit,1990,Martin Chuzzlewit,1844.0,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'British Literature', 'Historical Fiction', '...more']","15,794",769,3.83,True
102,419285.The_Light_That_Failed,419285,The Light That Failed,1890.0,https://www.goodreads.com/author/show/6989.Rudyard_Kipling,Rudyard Kipling,"['Fiction', 'Classics', 'Historical Fiction', '19th Century', 'British Literature', 'Literature', 'Novels', '...more']","1,078",106,3.57,True
103,45205.No_Name,45205,No Name,1862.0,https://www.goodreads.com/author/show/4012.Wilkie_Collins,Wilkie Collins,"['Classics', 'Fiction', 'Victorian', 'Mystery', '19th Century', 'British Literature', 'Historical Fiction', '...more']","9,204",544,3.94,True
106,381362.The_Rise_of_Silas_Lapham,381362,The Rise of Silas Lapham,1885.0,https://www.goodreads.com/author/show/90553.William_Dean_Howells,William Dean Howells,"['Classics', 'Fiction', '19th Century', 'American', 'Novels', 'Historical Fiction', 'School', '...more']","3,920",251,3.42,True
109,5246.Ethan_Frome,5246,Ethan Frome,1911.0,https://www.goodreads.com/author/show/16.Edith_Wharton,Edith Wharton,"['Classics', 'Fiction', 'Literature', 'Romance', 'School', 'Historical Fiction', 'American', '...more']","120,362","6,654",3.43,True
110,1054770.Elsie_s_Holidays_at_Roselands,1054770,Elsie's Holidays at Roselands,1868.0,https://www.goodreads.com/author/show/6619.Martha_Finley,Martha Finley,"['Historical Fiction', 'Classics', 'Christian Fiction', 'Fiction', 'Christian', 'Childrens', 'Historical', '...more']",947,42,3.71,True
112,1980571.Nazar_n,1980571,Nazarín,1895.0,https://www.goodreads.com/author/show/25574.Benito_P_rez_Gald_s,Benito Pérez Galdós,"['Spanish Literature', 'Classics', 'Spain', 'Novels', 'Fiction', 'Religion']",311,20,3.63,True
113,10086485-the-cock-house-at-fellsgarth,10086485,The Cock-House at Fellsgarth,1891.0,https://www.goodreads.com/author/show/1026231.Talbot_Baines_Reed,Talbot Baines Reed,[],8,2,4.0,True
114,15613.Billy_Budd_Sailor,15613,"Billy Budd, Sailor",1924.0,https://www.goodreads.com/author/show/1624.Herman_Melville,Herman Melville,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'American', '19th Century', 'School', '...more']","16,958","1,181",3.16,True
115,210255.Against_Nature,210255,Against Nature,1884.0,https://www.goodreads.com/author/show/123088.Joris_Karl_Huysmans,Joris-Karl Huysmans,"['Fiction', 'Classics', 'France', 'French Literature', 'Literature', '19th Century', 'Novels', '...more']","12,473",978,3.82,True
118,268187.Lilith,268187,Lilith,1895.0,https://www.goodreads.com/author/show/2413.George_MacDonald,George MacDonald,"['Fantasy', 'Fiction', 'Classics', 'Christian', 'Christian Fiction', 'Religion', 'Novels', '...more']","6,248",637,3.89,True
119,49455.Notes_from_Underground,49455,Notes from Underground,1864.0,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoevsky,Fyodor Dostoevsky,"['Classics', 'Fiction', 'Philosophy', 'Russia', 'Russian Literature', 'Literature', 'Novels', '...more']","126,862","9,421",4.17,True
120,24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass,24213,Alice's Adventures in Wonderland / Through the Looking-Glass,1871.0,https://www.goodreads.com/author/show/8164.Lewis_Carroll,Lewis Carroll,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Literature', 'Adventure', '...more']","531,208","13,819",4.06,True
121,392452.What_Maisie_Knew,392452,What Maisie Knew,1897.0,https://www.goodreads.com/author/show/159.Henry_James,Henry James,"['Classics', 'Fiction', '19th Century', 'Literature', 'American', 'Novels', 'Classic Literature', '...more']","6,142",715,3.41,True
126,8636309-claude-lightfoot,8636309,Claude Lightfoot: Or How the Problem Was Solved,1893.0,https://www.goodreads.com/author/show/898068.Francis_J_Finn,Francis J. Finn,[],24,0,4.5,True
129,18254.Oliver_Twist,18254,Oliver Twist,1838.0,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Novels', 'Classic Literature', '...more']","366,847","9,589",3.88,True
135,48037.Carmilla,48037,Carmilla,1872.0,https://www.goodreads.com/author/show/26930.J_Sheridan_Le_Fanu,J. Sheridan Le Fanu,"['Classics', 'Horror', 'Gothic', 'Fiction', 'Vampires', 'Fantasy', 'LGBT', '...more']","81,954","9,475",3.84,True
136,304.Daniel_Deronda,304,Daniel Deronda,1876.0,https://www.goodreads.com/author/show/173.George_Eliot,George Eliot,"['Classics', 'Fiction', '19th Century', 'Victorian', 'Historical Fiction', 'Literature', 'British Literature', '...more']","24,911","1,220",3.85,True
139,355034.The_Temptation_of_St_Antony,355034,The Temptation of St. Antony,1874.0,https://www.goodreads.com/author/show/1461.Gustave_Flaubert,Gustave Flaubert,"['Fiction', 'Classics', 'France', 'French Literature', 'Literature', 'Religion', '19th Century', '...more']","2,873",175,3.82,True
141,371456.Nana,371456,Nana,1880.0,https://www.goodreads.com/author/show/4750._mile_Zola,Émile Zola,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Historical Fiction', '...more']","23,395",916,3.84,True
143,50396.Northanger_Abbey_Lady_Susan_The_Watsons_Sanditon,50396,"Northanger Abbey, Lady Susan, The Watsons, Sanditon",1818.0,https://www.goodreads.com/author/show/1265.Jane_Austen,Jane Austen,"['Classics', 'Fiction', 'Romance', 'Literature', '19th Century', 'Gothic', 'Historical Fiction', '...more']","7,473",289,3.95,True
144,275273.Bernard_Shaw,275273,Bernard Shaw: Selected Plays,1981.0,https://www.goodreads.com/author/show/160452.Rex_Harrison,Rex Harrison,[],9,1,3.11,True
146,65963.A_Promise_for_Tomorrow,65963,A Promise for Tomorrow,1998.0,https://www.goodreads.com/author/show/31464.Judith_Pella,Judith Pella,"['Christian Fiction', 'Historical Fiction', 'Historical', 'Romance', 'Christian', 'Christian Romance', 'Fiction', '...more']","1,022",40,4.18,True
148,387749.Ben_Hur,387749,Ben-Hur: A Tale of the Christ,1880.0,https://www.goodreads.com/author/show/16104262.Lew_Wallace,Lew Wallace,"['Classics', 'Historical Fiction', 'Fiction', 'Christian', 'Historical', 'Christian Fiction', 'Religion', '...more']","35,062","1,297",4.03,True
149,602398.Tha_s,602398,Thaïs,1890.0,https://www.goodreads.com/author/show/48535.Anatole_France,Anatole France,"['Fiction', 'Classics', 'France', 'Historical Fiction', 'Novels', 'French Literature', 'Literature', '...more']","1,422",187,3.65,True
150,566328.The_Betrothed,566328,The Betrothed,1827.0,https://www.goodreads.com/author/show/136729.Alessandro_Manzoni,Alessandro Manzoni,"['Classics', 'Fiction', 'Italian Literature', 'Historical Fiction', 'Italy', 'Literature', 'Romance', '...more']","13,248",820,3.83,True
151,126609.Sister_Carrie,126609,Sister Carrie,1900.0,https://www.goodreads.com/author/show/8987.Theodore_Dreiser,Theodore Dreiser,"['Classics', 'Fiction', 'Literature', 'American', 'Historical Fiction', 'Novels', 'Classic Literature', '...more']","39,000","1,682",3.77,True
152,1389743.I_Malavoglia,1389743,I Malavoglia,1881.0,https://www.goodreads.com/author/show/194351.Giovanni_Verga,Giovanni Verga,"['Classics', 'Italian Literature', 'Fiction', 'Italy', 'Novels', 'School', 'Literature', '...more']","12,355",343,3.47,True
153,126512.The_Way_of_All_Flesh,126512,The Way of All Flesh,1903.0,https://www.goodreads.com/author/show/72703.Samuel_Butler,Samuel Butler,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Victorian', 'Historical Fiction', '...more']","8,926",535,3.61,True
155,13747794-the-uncensored-picture-of-dorian-gray,13747794,The Uncensored Picture of Dorian Gray,1890.0,https://www.goodreads.com/author/show/3565.Oscar_Wilde,Oscar Wilde,"['Classics', 'Fiction', 'LGBT', 'Horror', 'Queer', 'Gothic', 'Fantasy', '...more']","4,629",676,4.3,True
156,616052.On_the_Eve,616052,On the Eve,1860.0,https://www.goodreads.com/author/show/410680.Ivan_Turgenev,Ivan Turgenev,"['Fiction', 'Classics', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Romance', '...more']","3,521",213,3.82,True
157,185528.Green_Dolphin_Street,185528,Green Dolphin Street,1944.0,https://www.goodreads.com/author/show/50786.Elizabeth_Goudge,Elizabeth Goudge,"['Fiction', 'Historical Fiction', 'Classics', 'Romance', 'Historical', 'Historical Romance', 'Novels', '...more']","2,242",318,4.21,True
158,92967.L_Assommoir,92967,L'Assommoir,1876.0,https://www.goodreads.com/author/show/4750._mile_Zola,Émile Zola,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Historical Fiction', '...more']","15,292",795,4.07,True
162,608762.The_Absentee,608762,The Absentee,1812.0,https://www.goodreads.com/author/show/82939.Maria_Edgeworth,Maria Edgeworth,"['Classics', 'Fiction', 'Ireland', 'Historical Fiction', '19th Century', 'Irish Literature', 'Romance', '...more']","1,668",89,3.58,True
163,54620.Mary_Barton,54620,Mary Barton,1848.0,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Fiction', 'Victorian', 'Historical Fiction', '19th Century', 'Romance', 'Literature', '...more']","18,916","1,174",3.74,True
164,210190.The_Double,210190,The Double,1846.0,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoevsky,Fyodor Dostoevsky,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels', '...more']","27,278","2,158",3.69,True
