,book_id_title,book_id,book_title,year_first_published,authorlink,author,genres,num_ratings,num_reviews,average_rating,flag
414,855903.The_Bird_in_the_Tree,855903,The Bird in the Tree,1940.0,https://www.goodreads.com/author/show/50786.Elizabeth_Goudge,Elizabeth Goudge,"['Fiction', 'Historical Fiction', 'Romance', 'Christian Fiction', 'Historical', 'Classics', 'Novels', '...more']","1,642",197,4.22,True
418,5695.Demons,5695,Demons,1872.0,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoevsky,Fyodor Dostoevsky,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Philosophy', 'Novels', '...more']","46,802","2,425",4.29,True
419,777108.Armadale,777108,Armadale,1866.0,https://www.goodreads.com/author/show/4012.Wilkie_Collins,Wilkie Collins,"['Classics', 'Fiction', 'Mystery', 'Victorian', 'Gothic', '19th Century', 'Literature', '...more']","6,462",419,3.93,True
420,766869.The_Narrative_of_Arthur_Gordon_Pym_of_Nantucket,766869,The Narrative of Arthur Gordon Pym of Nantucket,1838.0,https://www.goodreads.com/author/show/4624490.Edgar_Allan_Poe,Edgar Allan Poe,"['Classics', 'Fiction', 'Horror', 'Adventure', 'Gothic', '19th Century', 'Literature', '...more']","10,894","1,141",3.51,True
421,22925782-whispering-tongues,22925782,Whispering Tongues,1902.0,https://www.goodreads.com/author/show/795420.Homer_Greene,Homer Greene,[],3,1,4.0,True
422,31173.Villette,31173,Villette,1853.0,https://www.goodreads.com/author/show/1036615.Charlotte_Bront_,Charlotte Brontë,"['Classics', 'Fiction', 'Romance', '19th Century', 'Victorian', 'Literature', 'Gothic', '...more']","68,672","4,848",3.77,True
427,1306603.A_Laodicean,1306603,A Laodicean: A Story of Today,1881.0,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', 'Victorian', '19th Century', 'English Literature', 'Literature', 'British Literature', '...more']",822,84,3.63,True
428,383204.Lois_the_Witch,383204,Lois the Witch,1861.0,https://www.goodreads.com/author/show/1413437.Elizabeth_Gaskell,Elizabeth Gaskell,"['Classics', 'Historical Fiction', 'Gothic', 'Horror', 'Fiction', 'Victorian', 'Witches', '...more']","1,167",174,3.66,True
429,1976942.Harry_Dee,1976942,Harry Dee: Or Working it Out,1892.0,https://www.goodreads.com/author/show/898068.Francis_J_Finn,Francis J. Finn,['Fiction'],71,3,4.38,True
430,2359865.Boyhood,2359865,Boyhood,1854.0,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,Leo Tolstoy,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels', '...more']",626,43,3.81,True
431,17728.The_House_of_Mirth,17728,The House of Mirth,1905.0,https://www.goodreads.com/author/show/16.Edith_Wharton,Edith Wharton,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'American', 'Novels', '20th Century', '...more']","92,600","5,773",3.96,True
433,1976940.Percy_Wynn,1976940,Percy Wynn: Or Making a Boy of Him,1891.0,https://www.goodreads.com/author/show/898068.Francis_J_Finn,Francis J. Finn,['Classics'],85,2,4.31,True
435,27712462-culm-rock,27712462,Culm Rock,1867.0,https://www.goodreads.com/author/show/4340019.Glance_Gaylord,Glance Gaylord,[],1,0,5.0,True
437,45057.Stalky_Co_,45057,Stalky & Co.,1897.0,https://www.goodreads.com/author/show/6989.Rudyard_Kipling,Rudyard Kipling,"['Fiction', 'Classics', 'Young Adult', 'School Stories', 'Childrens', 'Adventure', 'British Literature', '...more']",842,86,3.87,True
438,25688421-but-thy-love-and-thy-grace,25688421,But Thy Love and Thy Grace,1901.0,https://www.goodreads.com/author/show/898068.Francis_J_Finn,Francis J. Finn,[],11,2,4.0,True
439,414295.Dr_Thorne,414295,Dr. Thorne,1858.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'Historical Fiction', 'Romance', '...more']","7,019",764,4.13,True
440,325085.Nicholas_Nickleby,325085,Nicholas Nickleby,1839.0,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Literature', '19th Century', 'Historical Fiction', 'Victorian', 'British Literature', '...more']","43,278","1,888",3.93,True
443,900765.The_History_of_Henry_Esmond_Esq_,900765,"The History of Henry Esmond, Esq.",1852.0,https://www.goodreads.com/author/show/3953.William_Makepeace_Thackeray,William Makepeace Thackeray,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Victorian', 'British Literature', '19th Century', '...more']","1,050",77,3.6,True
444,25476953-the-pillars-of-the-house-vol-ii,25476953,"The Pillars of the House, Vol. II",1889.0,https://www.goodreads.com/author/show/176982.Charlotte_Mary_Yonge,Charlotte Mary Yonge,[],5,2,4.8,True
446,699484.The_Heart_of_Mid_Lothian,699484,The Heart of Mid-Lothian,1818.0,https://www.goodreads.com/author/show/4345.Walter_Scott,Walter Scott,"['Classics', 'Fiction', 'Historical Fiction', 'Scotland', 'Literature', '19th Century', 'British Literature', '...more']","1,286",103,3.69,True
447,56759.The_Mayor_of_Casterbridge,56759,The Mayor of Casterbridge,1886.0,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', 'Literature', '19th Century', 'Victorian', 'Novels', 'British Literature', '...more']","59,704","2,789",3.85,True
448,229432.The_Pickwick_Papers,229432,The Pickwick Papers,1837.0,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Literature', '19th Century', 'Humor', 'Victorian', 'British Literature', '...more']","28,096","2,095",3.84,True
451,20564.The_Mill_on_the_Floss,20564,The Mill on the Floss,1860.0,https://www.goodreads.com/author/show/173.George_Eliot,George Eliot,"['Classics', 'Fiction', '19th Century', 'Victorian', 'Literature', 'Historical Fiction', 'British Literature', '...more']","52,781","2,542",3.82,True
453,12194.Lord_Jim,12194,Lord Jim,1899.0,https://www.goodreads.com/author/show/3345.Joseph_Conrad,Joseph Conrad,"['Classics', 'Fiction', 'Literature', 'Adventure', 'Novels', 'Historical Fiction', 'British Literature', '...more']","29,798","1,561",3.62,True
457,7345793-a-man-from-the-north,7345793,A Man from the North,1898.0,https://www.goodreads.com/author/show/3314.Arnold_Bennett,Arnold Bennett,"['Classics', 'Fiction', 'Literary Fiction', 'Novels']",110,16,3.51,True
460,966835.The_Last_Man,966835,The Last Man,1826.0,https://www.goodreads.com/author/show/11139.Mary_Wollstonecraft_Shelley,Mary Wollstonecraft Shelley,"['Classics', 'Fiction', 'Science Fiction', 'Horror', 'Post Apocalyptic', 'Dystopia', 'Gothic', '...more']","5,101",738,3.36,True
464,6185.Wuthering_Heights,6185,Wuthering Heights,1847.0,https://www.goodreads.com/author/show/4191.Emily_Bront_,Emily Brontë,"['Classics', 'Fiction', 'Romance', 'Gothic', 'Historical Fiction', 'Literature', '19th Century', '...more']","1,661,989","52,725",3.88,True
465,516570.Erewhon,516570,Erewhon,1872.0,https://www.goodreads.com/author/show/72703.Samuel_Butler,Samuel Butler,"['Fiction', 'Classics', 'Science Fiction', 'Fantasy', 'Dystopia', '19th Century', 'Literature', '...more']","3,730",395,3.29,True
466,19041224-the-pillars-of-the-house-v1,19041224,"The Pillars of the House, V1",1873.0,https://www.goodreads.com/author/show/176982.Charlotte_Mary_Yonge,Charlotte Mary Yonge,[],11,2,4.0,True
468,273993.The_Mysteries_of_London_Vol_I,273993,"The Mysteries of London, Vol. I",1845.0,https://www.goodreads.com/author/show/2885757.George_W_M_Reynolds,George W.M. Reynolds,"['Classics', 'Gothic', 'Mystery', 'Horror', '19th Century', 'Victorian', 'Fiction', '...more']",71,23,3.99,True
469,35220.The_Red_Badge_of_Courage,35220,The Red Badge of Courage,1895.0,https://www.goodreads.com/author/show/19879.Stephen_Crane,Stephen Crane,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Literature', 'Civil War', 'Historical', '...more']","100,123","4,129",3.28,True
470,9735609-the-battle,9735609,The Battle,1857.0,https://www.goodreads.com/author/show/1677171.A_L_O_E_,A.L.O.E.,"['Fiction', 'Christian Fiction']",36,7,4.19,True
471,5686003-the-willoughby-captains,5686003,The Willoughby Captains,1887.0,https://www.goodreads.com/author/show/1026231.Talbot_Baines_Reed,Talbot Baines Reed,[],24,4,4.33,True
472,28970017-the-mysteries-of-london-volume-3,28970017,"The Mysteries Of London, Volume 3",1845.0,https://www.goodreads.com/author/show/2885757.George_W_M_Reynolds,George W.M. Reynolds,[],12,1,4.08,True
473,3008.A_Little_Princess,3008,A Little Princess,1905.0,https://www.goodreads.com/author/show/2041.Frances_Hodgson_Burnett,Frances Hodgson Burnett,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical', '...more']","295,330","9,117",4.21,True
474,10210.Jane_Eyre,10210,Jane Eyre,1847.0,https://www.goodreads.com/author/show/1036615.Charlotte_Bront_,Charlotte Brontë,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Gothic', 'Literature', 'Historical', '...more']","1,952,396","56,420",4.14,True
477,17698.The_Cossacks,17698,The Cossacks,1863.0,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,Leo Tolstoy,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Historical Fiction', '19th Century', '...more']","7,813",587,3.8,True
478,2932.Robinson_Crusoe,2932,Robinson Crusoe,1719.0,https://www.goodreads.com/author/show/2007.Daniel_Defoe,Daniel Defoe,"['Classics', 'Fiction', 'Adventure', 'Literature', 'Historical Fiction', 'Novels', '18th Century', '...more']","287,474","8,589",3.68,True
479,80939.When_the_Sleeper_Wakes,80939,When the Sleeper Wakes,1899.0,https://www.goodreads.com/author/show/880695.H_G_Wells,H.G. Wells,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', '19th Century', 'Time Travel', 'Fantasy', '...more']","4,642",410,3.39,True
480,49190.Uncle_Silas,49190,Uncle Silas,1864.0,https://www.goodreads.com/author/show/26930.J_Sheridan_Le_Fanu,J. Sheridan Le Fanu,"['Classics', 'Gothic', 'Horror', 'Fiction', 'Mystery', '19th Century', 'Victorian', '...more']","6,261",511,3.73,True
481,59144.Cousin_Bette,59144,Cousin Bette,1846.0,https://www.goodreads.com/author/show/228089.Honor_de_Balzac,Honoré de Balzac,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Novels', '...more']","9,466",626,3.85,True
483,325128.Kidnapped,325128,Kidnapped,1886.0,https://www.goodreads.com/author/show/854076.Robert_Louis_Stevenson,Robert Louis Stevenson,"['Classics', 'Fiction', 'Adventure', 'Historical Fiction', 'Scotland', 'Young Adult', 'Literature', '...more']","62,069","2,307",3.79,True
484,1970383.Measuring_a_Meridian,1970383,Measuring a Meridian: The Adventures of Three Englishmen and Three Russians in South Africa,1872.0,https://www.goodreads.com/author/show/696805.Jules_Verne,Jules Verne,"['Classics', 'Adventure', 'Fiction', 'Science Fiction', 'France', 'Bulgarian Literature', 'French Literature', '...more']",423,44,3.26,True
485,780581.Bel_Ami,780581,Bel-Ami,1885.0,https://www.goodreads.com/author/show/18791.Guy_de_Maupassant,Guy de Maupassant,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Romance', 'Literature', '...more']","37,874","1,813",3.85,True
486,5890.The_Woman_in_White,5890,The Woman in White,1859.0,https://www.goodreads.com/author/show/4012.Wilkie_Collins,Wilkie Collins,"['Classics', 'Mystery', 'Fiction', 'Gothic', 'Horror', '19th Century', 'Victorian', '...more']","146,450","9,021",4.0,True
487,4064577-men-s-wives,4064577,Men's Wives,1843.0,https://www.goodreads.com/author/show/3953.William_Makepeace_Thackeray,William Makepeace Thackeray,"['Fiction', 'Classics', 'British Literature']",41,6,3.2,True
488,73960.Lorna_Doone,73960,Lorna Doone,1869.0,https://www.goodreads.com/author/show/545254.R_D_Blackmore,R.D. Blackmore,"['Classics', 'Fiction', 'Historical Fiction', 'Romance', 'Historical', '19th Century', 'Literature', '...more']","15,447",727,3.73,True
489,887338.Hope_Leslie,887338,"Hope Leslie: or, Early Times in the Massachusetts",1827.0,https://www.goodreads.com/author/show/188311.Catharine_Maria_Sedgwick,Catharine Maria Sedgwick,"['Classics', 'Fiction', 'Historical Fiction', '19th Century', 'School', 'Literature', 'American', '...more']","1,600",132,3.38,True
490,2270649.The_House_of_the_Wolfings,2270649,The House of the Wolfings,1888.0,https://www.goodreads.com/author/show/8127.William_Morris,William Morris,"['Fantasy', 'Fiction', 'Classics', 'Historical Fiction', 'Victorian', '19th Century', 'Literature', '...more']",285,43,3.75,True
493,398936.Liza_of_Lambeth,398936,Liza of Lambeth,1897.0,https://www.goodreads.com/author/show/4176632.W_Somerset_Maugham,W. Somerset Maugham,"['Classics', 'Fiction', 'Romance', '19th Century', 'British Literature', 'Historical Fiction', 'Literature', '...more']","2,000",195,3.39,True
494,1481415.Castle_Richmond,1481415,Castle Richmond,1860.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Ireland', 'Historical Fiction', 'Victorian', '19th Century', 'British Literature', '...more']",730,55,3.69,True
496,29981.The_Island_of_Dr_Moreau,29981,The Island of Dr. Moreau,1896.0,https://www.goodreads.com/author/show/880695.H_G_Wells,H.G. Wells,"['Classics', 'Science Fiction', 'Fiction', 'Horror', 'Fantasy', 'Literature', '19th Century', '...more']","112,173","5,784",3.73,True
498,189746.News_from_Nowhere,189746,News from Nowhere,1890.0,https://www.goodreads.com/author/show/8127.William_Morris,William Morris,"['Fiction', 'Classics', 'Science Fiction', 'Utopia', '19th Century', 'Politics', 'Literature', '...more']","2,152",216,3.31,True
501,210834.Kim,210834,Kim,1901.0,https://www.goodreads.com/author/show/6989.Rudyard_Kipling,Rudyard Kipling,"['Classics', 'Fiction', 'India', 'Historical Fiction', 'Adventure', 'Literature', 'Novels', '...more']","36,038","2,107",3.71,True
502,1140698.Elizabeth_and_Her_German_Garden,1140698,Elizabeth and Her German Garden,1898.0,https://www.goodreads.com/author/show/2098.Elizabeth_von_Arnim,Elizabeth von Arnim,"['Classics', 'Fiction', 'Gardening', 'Germany', '19th Century', 'Historical Fiction', 'Nature', '...more']","3,964",653,3.74,True
503,5326.A_Christmas_Carol,5326,A Christmas Carol,1843.0,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Christmas', 'Fantasy', 'Literature', 'Audiobook', 'Historical Fiction', '...more']","771,276","27,764",4.07,True
504,15823480-anna-karenina,15823480,Anna Karenina,1878.0,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,Leo Tolstoy,"['Classics', 'Fiction', 'Romance', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', '...more']","790,617","31,436",4.08,True
506,455696.Adolphe,455696,Adolphe,1816.0,https://www.goodreads.com/author/show/113387.Benjamin_Constant,Benjamin Constant,"['Classics', 'France', 'Fiction', '19th Century', 'French Literature', 'Novels', 'Romance', '...more']","2,673",295,3.57,True
507,236093.The_Wonderful_Wizard_of_Oz,236093,The Wonderful Wizard of Oz,1900.0,https://www.goodreads.com/author/show/3242.L_Frank_Baum,L. Frank Baum,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Middle Grade', '...more']","428,441","15,706",3.99,True
508,18932219-guy-fawkes-or-the-gunpowder-treason,18932219,Guy Fawkes or The Gunpowder Treason,1841.0,https://www.goodreads.com/author/show/141739.William_Harrison_Ainsworth,William Harrison Ainsworth,"['Historical Fiction', 'Classics', 'Victorian', 'Fiction', 'Historical']",78,9,3.56,True
510,65969.A_Hope_Beyond,65969,A Hope Beyond,1997.0,https://www.goodreads.com/author/show/31464.Judith_Pella,Judith Pella,"['Christian Fiction', 'Historical Fiction', 'Christian', 'Romance', 'Historical', 'Historical Romance', 'Christian Romance', '...more']","1,389",53,4.15,True
513,59142.Eug_nie_Grandet,59142,Eugénie Grandet,1833.0,https://www.goodreads.com/author/show/228089.Honor_de_Balzac,Honoré de Balzac,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Novels', '...more']","21,525","1,052",3.79,True
515,267102.Framley_Parsonage,267102,Framley Parsonage,1860.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'British Literature', 'Audiobook', '...more']","4,210",440,4.05,True
516,182086.Iola_Leroy,182086,Iola Leroy,1892.0,https://www.goodreads.com/author/show/106213.Frances_Ellen_Watkins_Harper,Frances Ellen Watkins Harper,"['Fiction', 'Classics', 'Historical Fiction', 'African American', '19th Century', 'Race', 'American', '...more']","1,386",132,3.52,True
517,93.Heidi,93,Heidi,1880.0,https://www.goodreads.com/author/show/49.Johanna_Spyri,Johanna Spyri,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical', '...more']","190,928","5,374",4.02,True
518,102868.A_Study_in_Scarlet,102868,A Study in Scarlet,1887.0,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Audiobook', '...more']","408,817","15,018",4.14,True
519,149792.Linda_Tressel,149792,Linda Tressel,1868.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Literary Fiction', '19th Century', 'Romance']",137,19,3.34,True
523,119042.My_Brilliant_Career,119042,My Brilliant Career,1901.0,https://www.goodreads.com/author/show/68990.Miles_Franklin,Miles Franklin,"['Classics', 'Fiction', 'Australia', 'Historical Fiction', 'Feminism', 'Literature', 'Literary Fiction', '...more']","6,527",553,3.82,True
524,31242.Bleak_House,31242,Bleak House,1853.0,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Literature', '19th Century', 'Victorian', 'Historical Fiction', 'British Literature', '...more']","105,200","5,074",4.01,True
527,10752433-the-modern-griselda---a-tale,10752433,THE MODERN GRISELDA - A Tale,1804.0,https://www.goodreads.com/author/show/82939.Maria_Edgeworth,Maria Edgeworth,[],10,1,3.4,True
530,2338870.Trial_and_Triumph,2338870,Trial and Triumph,1889.0,https://www.goodreads.com/author/show/106213.Frances_Ellen_Watkins_Harper,Frances Ellen Watkins Harper,[],20,1,3.7,True
533,35031085-frankenstein,35031085,Frankenstein: The 1818 Text,1818.0,https://www.goodreads.com/author/show/11139.Mary_Wollstonecraft_Shelley,Mary Wollstonecraft Shelley,"['Classics', 'Fiction', 'Horror', 'Science Fiction', 'Gothic', 'Fantasy', 'School', '...more']","1,446,821","50,743",3.85,True
534,2292060.Varney_the_Vampire_or_The_Feast_of_Blood,2292060,"Varney the Vampire; or, The Feast of Blood",1845.0,https://www.goodreads.com/author/show/1031911.James_Malcolm_Rymer,James Malcolm Rymer,"['Horror', 'Vampires', 'Classics', 'Gothic', 'Fiction', '19th Century', 'Fantasy', '...more']","1,437",98,3.39,True
536,514761.Miss_Marjoribanks,514761,Miss Marjoribanks,1865.0,https://www.goodreads.com/author/show/14266369.Mrs_Oliphant,Mrs. Oliphant,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Historical Fiction', 'Historical', 'British Literature', '...more']","2,492",155,3.77,True
537,162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,162898,A Connecticut Yankee in King Arthur's Court,1889.0,https://www.goodreads.com/author/show/1244.Mark_Twain,Mark Twain,"['Classics', 'Fiction', 'Fantasy', 'Historical Fiction', 'Humor', 'Time Travel', 'Literature', '...more']","100,617","3,636",3.77,True
539,835508.Romola,835508,Romola,1863.0,https://www.goodreads.com/author/show/173.George_Eliot,George Eliot,"['Classics', 'Fiction', 'Historical Fiction', '19th Century', 'Victorian', 'Italy', 'British Literature', '...more']","4,310",292,3.76,True
541,139421.The_Eternal_Husband,139421,The Eternal Husband,1870.0,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoevsky,Fyodor Dostoevsky,"['Classics', 'Fiction', 'Russian Literature', 'Russia', 'Literature', 'Novels', '19th Century', '...more']","10,371",839,3.72,True
543,856226.Roderick_Hudson,856226,Roderick Hudson,1875.0,https://www.goodreads.com/author/show/159.Henry_James,Henry James,"['Classics', 'Fiction', '19th Century', 'Novels', 'American', 'Literature', 'Literary Fiction', '...more']",982,125,3.66,True
545,11200941-uncle-s-dream,11200941,Uncle's Dream,1859.0,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoevsky,Fyodor Dostoevsky,"['Fiction', 'Classics', 'Russia', 'Russian Literature', 'Literature', 'Novels', '19th Century', '...more']","3,041",330,3.63,True
546,1128994.The_Trumpet_Major,1128994,The Trumpet-Major,1880.0,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', 'Historical Fiction', '19th Century', 'Victorian', 'British Literature', 'Literature', '...more']","3,146",213,3.69,True
547,32829.Journey_to_the_Center_of_the_Earth,32829,Journey to the Center of the Earth,1864.0,https://www.goodreads.com/author/show/696805.Jules_Verne,Jules Verne,"['Classics', 'Science Fiction', 'Fiction', 'Adventure', 'Fantasy', 'France', 'Literature', '...more']","183,862","7,442",3.86,True
548,58696.David_Copperfield,58696,David Copperfield,1850.0,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', '19th Century', 'Novels', 'British Literature', '...more']","223,348","8,425",4.02,True
549,69775.Los_pazos_de_Ulloa,69775,Los pazos de Ulloa,1886.0,https://www.goodreads.com/author/show/92913.Emilia_Pardo_Baz_n,Emilia Pardo Bazán,"['Classics', 'Fiction', 'Spanish Literature', 'Spain', '19th Century', 'Novels', 'Historical Fiction', '...more']","3,840",363,3.77,True
551,19380.Candide,19380,Candide,1759.0,https://www.goodreads.com/author/show/5754446.Voltaire,Voltaire,"['Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'Humor', 'French Literature', '...more']","260,209","10,234",3.76,True
552,91582.Lady_Susan,91582,Lady Susan,1871.0,https://www.goodreads.com/author/show/1265.Jane_Austen,Jane Austen,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', '19th Century', 'Historical', 'Literature', '...more']","39,740","4,281",3.64,True
553,372319.Jo_s_Boys,372319,Jo's Boys,1886.0,https://www.goodreads.com/author/show/1315.Louisa_May_Alcott,Louisa May Alcott,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Historical', 'Literature', '...more']","35,016","1,131",3.83,True
554,53835.The_Age_of_Innocence,53835,The Age of Innocence,1920.0,https://www.goodreads.com/author/show/16.Edith_Wharton,Edith Wharton,"['Classics', 'Fiction', 'Historical Fiction', 'Romance', 'Literature', 'American', 'Novels', '...more']","161,771","9,048",3.96,True
557,20675.The_American,20675,The American,1877.0,https://www.goodreads.com/author/show/159.Henry_James,Henry James,"['Classics', 'Fiction', 'Literature', 'American', 'Novels', '19th Century', 'Historical Fiction', '...more']","6,493",444,3.67,True
558,149784.Dr_Wortle_s_School,149784,Dr. Wortle's School,1879.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'Novels', 'Audiobook', '...more']",824,126,3.84,True
559,36820.The_Roots_of_the_Mountains,36820,The Roots of the Mountains,1890.0,https://www.goodreads.com/author/show/8127.William_Morris,William Morris,"['Fantasy', 'Classics', 'Fiction', 'Historical Fiction']",72,11,3.88,True
560,1008335.The_Crime_of_Father_Amaro,1008335,The Crime of Father Amaro,1875.0,https://www.goodreads.com/author/show/6913270.E_a_de_Queir_s,Eça de Queirós,"['Classics', 'Fiction', 'Portugal', 'Portuguese Literature', 'Romance', 'Literature', 'Historical Fiction', '...more']","5,932",359,4.11,True
563,10222.The_Far_Pavilions,10222,The Far Pavilions,1978.0,https://www.goodreads.com/author/show/1040250.M_M_Kaye,M.M. Kaye,"['Historical Fiction', 'Fiction', 'India', 'Romance', 'Historical', 'Classics', 'Adventure', '...more']","43,127","1,538",4.2,True
564,14662.The_Red_and_the_Black,14662,The Red and the Black,1830.0,https://www.goodreads.com/author/show/1481537.Stendhal,Stendhal,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', '19th Century', 'Novels', '...more']","69,433","2,815",3.87,True
565,38296.The_Last_of_the_Mohicans,38296,The Last of the Mohicans,1826.0,https://www.goodreads.com/author/show/9121.James_Fenimore_Cooper,James Fenimore Cooper,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'Historical', 'American', '...more']","95,125","3,070",3.7,True
567,2956.The_Adventures_of_Huckleberry_Finn,2956,The Adventures of Huckleberry Finn,1884.0,https://www.goodreads.com/author/show/1244.Mark_Twain,Mark Twain,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Young Adult', 'Adventure', 'School', '...more']","1,231,439","18,257",3.83,True
569,178533.The_Nigger_of_the_Narcissus,178533,The Nigger of the Narcissus,1897.0,https://www.goodreads.com/author/show/3345.Joseph_Conrad,Joseph Conrad,"['Fiction', 'Classics', 'Literature', 'Novels', 'British Literature', 'English Literature', 'Adventure', '...more']","2,208",192,3.68,True
571,298230.Agnes_Grey,298230,Agnes Grey,1847.0,https://www.goodreads.com/author/show/8249.Anne_Bront_,Anne Brontë,"['Classics', 'Fiction', 'Romance', '19th Century', 'Victorian', 'Historical Fiction', 'British Literature', '...more']","64,124","4,884",3.7,True
572,1967231.Austen,1967231,Austen: Persuasion,1987.0,https://www.goodreads.com/author/show/67283.Judy_Simons,Judy Simons,"['Classics', 'Fiction', 'Romance', 'Literature', 'Historical Fiction', 'Historical', 'Classic Literature', '...more']","7,341",41,4.49,True
573,538845.Quo_Vadis,538845,Quo Vadis,1896.0,https://www.goodreads.com/author/show/25619.Henryk_Sienkiewicz,Henryk Sienkiewicz,"['Classics', 'Historical Fiction', 'Fiction', 'Polish Literature', 'Historical', 'School', 'Religion', '...more']","34,320","1,844",4.04,True
574,16210.Daisy_Miller_and_Washington_Square,16210,Daisy Miller and Washington Square,1880.0,https://www.goodreads.com/author/show/159.Henry_James,Henry James,"['Classics', 'Fiction', 'Literature', 'American', 'Romance', 'Historical Fiction', 'Literary Fiction', '...more']","8,303",88,3.86,True
575,246546.An_Old_Fashioned_Girl,246546,An Old-Fashioned Girl,1870.0,https://www.goodreads.com/author/show/1315.Louisa_May_Alcott,Louisa May Alcott,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Childrens', 'Historical', '...more']","19,396","1,106",4.08,True
576,45195.A_Passage_to_India,45195,A Passage to India,1924.0,https://www.goodreads.com/author/show/86404.E_M_Forster,E.M. Forster,"['Classics', 'Fiction', 'India', 'Historical Fiction', 'Literature', 'Novels', 'British Literature', '...more']","76,386","3,824",3.68,True
577,251290.Castle_Rackrent,251290,Castle Rackrent,1800.0,https://www.goodreads.com/author/show/82939.Maria_Edgeworth,Maria Edgeworth,"['Classics', 'Fiction', 'Ireland', 'Historical Fiction', '19th Century', 'Irish Literature', '18th Century', '...more']","3,733",291,3.18,True
578,337113.The_Tenant_of_Wildfell_Hall,337113,The Tenant of Wildfell Hall,1848.0,https://www.goodreads.com/author/show/8249.Anne_Bront_,Anne Brontë,"['Classics', 'Fiction', 'Romance', '19th Century', 'Victorian', 'Historical Fiction', 'Gothic', '...more']","106,705","6,552",3.99,True
581,153875.Queen_Margot,153875,Queen Margot,1845.0,https://www.goodreads.com/author/show/4785.Alexandre_Dumas,Alexandre Dumas,"['Classics', 'Historical Fiction', 'Fiction', 'France', 'Historical', 'French Literature', 'Adventure', '...more']","12,699",457,4.15,True
