,Unnamed: 0,id,title,author,publish_date
801,164,https://www.goodreads.com/book/show/48203.The_Professor_s_House,The Professor's House,Willa Cather,1925.0
802,165,https://www.goodreads.com/book/show/48200.A_Lost_Lady,A Lost Lady,Willa Cather,1923.0
803,174,https://www.goodreads.com/book/show/53672.Crome_Yellow,Crome Yellow,Aldous Huxley,1921.0
804,175,https://www.goodreads.com/book/show/84737.Zeno_s_Conscience,Zeno's Conscience,Italo Svevo,1923.0
805,176,https://www.goodreads.com/book/show/76633.The_Crime_at_Black_Dudley,The Crime at Black Dudley ,Margery Allingham,1929.0
806,177,https://www.goodreads.com/book/show/5932.Twenty_Love_Poems_and_a_Song_of_Despair,Twenty Love Poems and a Song of Despair,W. S. Merwin,1924.0
807,178,https://www.goodreads.com/book/show/16856.Flappers_and_Philosophers,Flappers and Philosophers,F. Scott Fitzgerald,1920.0
808,180,https://www.goodreads.com/book/show/733917.Grand_Hotel,Grand Hotel,Vicki Baum,1929.0
809,181,https://www.goodreads.com/book/show/3637.Bread_Givers,Bread Givers,Anzia Yezierska,1925.0
810,183,https://www.goodreads.com/book/show/188458.A_High_Wind_in_Jamaica,A High Wind in Jamaica,Richard Hughes,1929.0
811,184,https://www.goodreads.com/book/show/320460.Lord_Peter_Views_the_Body,Lord Peter Views the Body,Dorothy L. Sayers,1928.0
812,186,https://www.goodreads.com/book/show/5135.Point_Counter_Point,Point Counter Point,Aldous Huxley,1928.0
813,188,https://www.goodreads.com/book/show/22911.Amerika,Amerika,Franz Kafka,1927.0
814,189,https://www.goodreads.com/book/show/13624.The_Worm_Ouroboros,The Worm Ouroboros,E.R. Eddison,1922.0
815,190,https://www.goodreads.com/book/show/776407.The_House_at_Pooh_Corner,The House at Pooh Corner ,A.A. Milne,1928.0
816,191,https://www.goodreads.com/book/show/30002.The_Dain_Curse,The Dain Curse ,Dashiell Hammett,1929.0
817,198,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,Their Eyes Were Watching God,Zora Neale Hurston,1937.0
818,200,https://www.goodreads.com/book/show/15730101-the-call-of-cthulhu,The Call of Cthulhu,H.P. Lovecraft,1928.0
819,204,https://www.goodreads.com/book/show/158516.The_Twelve_Chairs,The Twelve Chairs,Ilya Ilf,1928.0
820,206,https://www.goodreads.com/book/show/400412.The_Waste_Land_and_Other_Poems,The Waste Land and Other Poems,T.S. Eliot,1922.0
821,207,https://www.goodreads.com/book/show/28405.Time_Regained,Time Regained,Marcel Proust,1927.0
822,208,https://www.goodreads.com/book/show/142492.Vile_Bodies,Vile Bodies,Evelyn Waugh,1930.0
823,209,https://www.goodreads.com/book/show/777824.Parade_s_End,Parade's End,Ford Madox Ford,1928.0
824,210,https://www.goodreads.com/book/show/3562.Emily_of_New_Moon,Emily of New Moon ,L.M. Montgomery,1923.0
825,211,https://www.goodreads.com/book/show/1333202.The_Red_House_Mystery,The Red House Mystery,A.A. Milne,1922.0
826,212,https://www.goodreads.com/book/show/356063.Moravagine,Moravagine,Blaise Cendrars,1926.0
827,213,https://www.goodreads.com/book/show/157076.The_Most_Dangerous_Game,The Most Dangerous Game,Richard Connell,1924.0
828,215,https://www.goodreads.com/book/show/11389.Arrowsmith,Arrowsmith,Sinclair Lewis,1925.0
829,217,https://www.goodreads.com/book/show/11378.Elmer_Gantry,Elmer Gantry,Sinclair Lewis,1927.0
830,223,https://www.goodreads.com/book/show/897363.A_Country_Doctor_s_Notebook,A Country Doctor's Notebook,Mikhail Bulgakov,1925.0
831,229,https://www.goodreads.com/book/show/160149.The_Call_of_Cthulhu_and_Other_Weird_Stories,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,1926.0
832,230,https://www.goodreads.com/book/show/80268.The_Holy_Terrors,The Holy Terrors,Jean Cocteau,1929.0
833,232,https://www.goodreads.com/book/show/13707720-leave-it-to-psmith,Leave It to Psmith ,P.G. Wodehouse,1923.0
834,233,https://www.goodreads.com/book/show/389115.Ch_ri,Chéri,Colette,1920.0
835,237,https://www.goodreads.com/book/show/64417.The_Threepenny_Opera,The Threepenny Opera,Bertolt Brecht,1928.0
836,242,https://www.goodreads.com/book/show/6220.The_Wreath,The Wreath ,Sigrid Undset,1920.0
837,243,https://www.goodreads.com/book/show/6217.Kristin_Lavransdatter,Kristin Lavransdatter ,Sigrid Undset,1920.0
838,244,https://www.goodreads.com/book/show/92307.Being_and_Time,Being and Time,Martin Heidegger,1927.0
839,246,https://www.goodreads.com/book/show/73574.Lud_in_the_Mist,Lud-in-the-Mist,Hope Mirrlees,1926.0
840,249,https://www.goodreads.com/book/show/15613.Billy_Budd_Sailor,"Billy Budd, Sailor",Herman Melville,1924.0
841,252,https://www.goodreads.com/book/show/108218.Men_Without_Women,Men Without Women,Ernest Hemingway,1927.0
